date,C5TC (182),C5TC,BCI,C16_182,C3,C5,C3-TCE,C5-TCE,C3_minus_C5,C3_div_C5,C3_TCE_minus_C5_TCE,C3_TCE_div_C5_TCE,C3_TCE_div_C5TC_182,C5_TCE_div_C5TC_182,C10_182,C14_182,C17,C17-TCE,C18_182,C2,C2-TCE,C7,C8_182,C9_182
2025-11-04,27827.0,24444.0,2947.0,10028.0,22.991,9.485,24191.0,23869.0,13.506,2.423932525039536,322.0,1.0134903012275336,0.8693355374276781,0.857764042117368,26886.0,27208.0,17.648,25762.0,,11.331,22331.0,13.163,27363.0,50056.0
2025-11-05,29033.0,25573.0,3084.0,10389.0,23.168,10.085,24917.0,27266.0,13.082999999999998,2.297273177987109,-2349.0,0.9138487493581751,0.8582302896703751,0.939138222023215,29418.0,27627.0,17.811,26555.0,,11.469,23193.0,13.375,28400.0,50172.0
2025-11-06,30387.0,26888.0,3242.0,10978.0,23.432,10.55,25419.0,29630.0,12.881999999999998,2.2210426540284356,-4211.0,0.8578805264934188,0.8365090334682594,0.9750880310659163,31785.0,28277.0,17.972,26962.0,,11.669,23984.0,13.675,29639.0,51000.0
2025-11-07,30726.0,27709.0,3341.0,11739.0,23.418,10.365,25590.0,28854.0,13.052999999999999,2.2593342981186684,-3264.0,0.8868787689748389,0.8328451474321421,0.9390743995313415,30965.0,28137.0,17.993,27208.0,,12.106,25893.0,14.419,32838.0,51689.0
2025-11-10,30196.0,27063.0,3263.0,11394.0,23.305,10.32,25238.0,28512.0,12.985,2.258236434108527,-3274.0,0.8851711560044894,0.8358060670287455,0.9442310239766857,30800.0,27810.0,17.908,26859.0,,12.0,25455.0,14.3,32313.0,49539.0
2025-11-11,29591.0,26469.0,3192.0,11072.0,23.123,10.245,24848.0,28103.0,12.878000000000002,2.257003416300635,-3255.0,0.8841760666121055,0.8397147781420027,0.9497144402014126,30309.0,27123.0,17.818,26592.0,,11.906,25101.0,14.163,31688.0,48517.0
2025-11-12,27976.0,25067.0,3023.0,10656.0,22.727,9.5,23748.0,24014.0,13.227,2.392315789473684,-266.0,0.9889231281752311,0.848870460394624,0.8583786102373463,27055.0,26270.0,17.62,25764.0,,11.725,24014.0,13.981,30794.0,47906.0
2025-11-13,,,,10856.0,22.777,10.035,24589.0,27396.0,12.742,2.269755854509218,-2807.0,0.8975397868301942,,,29282.0,26409.0,17.68,26636.0,,11.819,24968.0,14.206,32004.0,48228.0
2025-11-14,,,,11217.0,23.505,10.295,25891.0,28607.0,13.209999999999999,2.2831471588149586,-2716.0,0.9050582025378404,,,30423.0,27927.0,17.98,27297.0,,12.113,26148.0,14.45,32831.0,48750.0
2025-11-17,,,,11406.0,23.605,10.315,25732.0,28401.0,13.290000000000001,2.288414929714009,-2669.0,0.9060244357593042,,,30636.0,28209.0,18.075,27206.0,,12.275,26310.0,14.688,33944.0,50272.0
2025-11-18,,,,12006.0,24.377,10.785,27110.0,30679.0,13.591999999999999,2.2602688919796012,-3569.0,0.8836663515759966,,,32705.0,30050.0,18.495,28175.0,,12.631,27609.0,15.05,35406.0,51906.0
2025-11-19,,,,12439.0,24.727,10.785,27951.0,30807.0,13.942,2.2927213722763096,-2856.0,0.907293796864349,,,32800.0,30841.0,18.715,28900.0,,12.906,28631.0,15.681,37863.0,52733.0
2025-11-20,,,,12681.0,24.72,10.785,28413.0,31219.0,13.934999999999999,2.2920723226703754,-2806.0,0.9101188378871841,,,32850.0,30752.0,18.689,29288.0,,13.064,29792.0,15.8,38429.0,52738.0
2025-11-21,,,,12722.0,24.632,10.48,28367.0,29769.0,14.152000000000001,2.350381679389313,-1402.0,0.9529040276798011,,,31805.0,30423.0,18.627,29248.0,,13.113,30177.0,16.188,39413.0,53622.0
2025-11-24,,,,13072.0,24.741,10.695,29009.0,31238.0,14.046,2.3133239831697052,-2229.0,0.928644599526218,,,32941.0,30677.0,18.675,29784.0,,13.25,31057.0,16.206,39538.0,53956.0
2025-11-25,,,,13372.0,24.745,10.595,28967.0,30683.0,14.15,2.3355356300141574,-1716.0,0.9440732653260764,,,32800.0,30893.0,18.675,29737.0,,13.488,32014.0,16.219,39863.0,54200.0
2025-11-26,,,,16383.0,24.691,10.96,29276.0,32912.0,13.730999999999998,2.2528284671532846,-3636.0,0.8895235780262518,,,34464.0,31159.0,18.775,30401.0,,14.125,34974.0,17.156,44181.0,56194.0
2025-11-27,,,,19356.0,24.523,11.605,32292.0,39875.0,12.918,2.1131408875484703,-7583.0,0.8098307210031348,,,37232.0,30988.0,19.655,36430.0,,15.088,41385.0,17.55,45906.0,60011.0
2025-11-28,,,,20084.0,25.091,11.89,29879.0,37867.0,13.201,2.110260723296888,-7988.0,0.7890511527187261,,,38941.0,32226.0,19.955,33344.0,,15.625,41330.0,18.131,48025.0,66000.0
2025-12-01,,,,20361.0,25.282,12.075,33720.0,42318.0,13.207,2.0937474120082817,-8598.0,0.7968240465050334,,,40159.0,32800.0,20.175,37720.0,,16.025,44710.0,18.319,48416.0,66972.0
2025-12-02,,,,20494.0,25.436,12.21,30126.0,39172.0,13.225999999999999,2.083210483210483,-9046.0,0.7690697436944757,,,41032.0,33032.0,20.25,33706.0,,16.144,43730.0,18.588,49456.0,67550.0
2025-12-03,,,,23656.0,25.868,12.605,31060.0,41518.0,13.262999999999998,2.0522015073383577,-10458.0,0.7481092538176213,,,43194.0,34091.0,20.675,34907.0,,17.731,50779.0,22.46,66238.0,74889.0
2025-12-04,,,,23622.0,25.718,12.075,30922.0,38686.0,13.643,2.1298550724637684,-7764.0,0.799307242930259,,,40650.0,33836.0,21.465,37461.0,,17.738,51088.0,22.366,66350.0,75967.0
2025-12-05,,,,22433.0,25.059,12.02,29658.0,38420.0,13.039000000000001,2.08477537437604,-8762.0,0.7719416970327955,,,40023.0,32723.0,20.965,36017.0,,17.275,49141.0,21.556,63319.0,70489.0
2025-12-08,,,,22150.0,24.823,12.115,29112.0,38867.0,12.708,2.0489475856376393,-9755.0,0.7490158746494455,,,40318.0,31995.0,19.58,32123.0,13.37,17.038,48021.0,21.306,61988.0,69667.0
2025-12-09,,,,20539.0,24.168,11.64,27578.0,35876.0,12.527999999999999,2.076288659793814,-8298.0,0.7687033114059538,,,37973.0,30277.0,18.955,30240.0,13.34,16.419,45293.0,19.963,55625.0,65744.0
2025-12-10,,,,19567.0,22.764,10.855,25197.0,32143.0,11.908999999999999,2.0970981114693688,-6946.0,0.7839031826525216,,,34314.0,27541.0,18.14,28463.0,13.28,16.0,43720.0,19.156,52769.0,63561.0
2025-12-11,,,,18028.0,22.014,10.13,23714.0,28431.0,11.883999999999999,2.17314906219151,-4717.0,0.8340895501389328,,,30609.0,26050.0,17.52,26822.0,13.22,15.288,40740.0,18.188,48525.0,60056.0
2025-12-12,,,,15846.0,21.886,10.49,23619.0,30412.0,11.395999999999999,2.086367969494757,-6793.0,0.7766342233328949,,,32232.0,25977.0,17.41,26683.0,13.2,14.075,35449.0,16.675,42794.0,57722.0
2025-12-15,,,,15194.0,22.155,10.82,24151.0,32101.0,11.335,2.047597042513863,-7950.0,0.752344163733217,,,34018.0,26536.0,17.595,27173.0,13.19,13.631,33442.0,16.244,41581.0,57417.0
2025-12-16,,,,16333.0,24.995,10.525,29650.0,30488.0,14.47,2.3748218527315914,-838.0,0.9725137759118342,,,32823.0,30505.0,18.66,29878.0,13.21,14.088,35599.0,16.444,42063.0,57844.0
2025-12-17,,,,16428.0,24.295,10.365,28542.0,29909.0,13.930000000000001,2.3439459720212255,-1367.0,0.9542946939048447,,,31614.0,29605.0,18.275,29125.0,13.17,14.3,36774.0,15.744,39538.0,56378.0
2025-12-18,,,,16267.0,24.073,10.5,28103.0,30600.0,13.573,2.292666666666667,-2497.0,0.9183986928104575,,,32205.0,29791.0,18.15,28794.0,13.17,14.25,36788.0,15.438,38388.0,56033.0
2025-12-19,,,,16339.0,24.177,10.095,28388.0,28595.0,14.081999999999999,2.3949479940564635,-207.0,0.9927609721979367,,,30800.0,29818.0,17.555,27295.0,13.17,14.313,36774.0,15.306,37806.0,55633.0
2025-12-22,,,,16172.0,24.214,9.795,28501.0,27093.0,14.418999999999999,2.472077590607453,1408.0,1.051969143321153,,,29641.0,29850.0,17.515,27228.0,13.15,14.206,36543.0,15.131,37288.0,55111.0
2025-12-23,,,,15889.0,23.75,8.745,27662.0,21786.0,15.005,2.715837621497999,5876.0,1.2697144955475994,,,24705.0,28923.0,17.15,26338.0,13.07,13.663,33696.0,14.906,36369.0,54167.0
2025-12-24,,,,15933.0,23.618,8.915,27243.0,22519.0,14.703,2.6492428491306788,4724.0,1.2097784093432213,,,25136.0,28755.0,17.08,26000.0,13.05,13.531,32902.0,14.769,35938.0,53833.0
2026-01-02,28190.0,24687.0,3108.0,14956.0,22.214,8.46,24307.0,20053.0,13.753999999999998,2.625768321513002,4254.0,1.2121378347379443,0.8622561191912026,0.7113515431003902,22623.0,26332.0,16.38,23995.0,12.97,13.356,31495.0,14.706,34469.0,53194.0
2026-01-05,27652.0,24149.0,3049.0,14672.0,21.936,8.3,23955.0,19405.0,13.636,2.64289156626506,4550.0,1.2344756506055141,0.8663026182554607,0.7017575582236366,21545.0,26014.0,16.255,23854.0,12.93,13.288,31514.0,14.719,34281.0,53056.0
2026-01-06,27357.0,23854.0,3016.0,14633.0,22.2,8.13,24398.0,18466.0,14.069999999999999,2.730627306273062,5932.0,1.3212390339001407,0.891837555287495,0.6750009138428922,20582.0,26436.0,16.335,23990.0,12.91,13.306,31654.0,14.719,34050.0,52861.0
2026-01-07,26098.0,22595.0,2878.0,10567.0,21.723,7.99,23415.0,17715.0,13.732999999999999,2.7187734668335417,5700.0,1.3217612193056731,0.8971951873706797,0.678787646562955,19982.0,25482.0,15.885,22761.0,12.89,12.106,26682.0,14.513,32938.0,51778.0
2026-01-08,24682.0,21179.0,2721.0,8630.0,21.077,7.88,22296.0,17289.0,13.197000000000003,2.674746192893401,5007.0,1.2896061079298977,0.9033303622072766,0.7004699781217081,19336.0,24564.0,15.495,21881.0,12.87,11.631,24827.0,13.994,30325.0,49167.0
2026-01-09,23947.0,20444.0,2640.0,7496.0,20.823,7.855,21833.0,17195.0,12.968,2.650922978994271,4638.0,1.2697295725501598,0.9117217187956738,0.7180440138639496,19136.0,24050.0,15.343,21516.0,12.85,11.144,23028.0,13.338,28344.0,48389.0
2026-01-12,23341.0,19838.0,2574.0,6472.0,20.786,7.71,21562.0,16281.0,13.076,2.6959792477302207,5281.0,1.3243658251950126,0.9237821858532197,0.697527955100467,18523.0,23850.0,15.235,21040.0,12.84,10.906,21901.0,13.169,27219.0,48028.0
2026-01-13,22180.0,18677.0,2446.0,5561.0,20.327,7.515,20297.0,14974.0,12.812000000000001,2.7048569527611446,5323.0,1.3554828369173233,0.9151036970243462,0.6751127141568981,17773.0,22932.0,15.005,20089.0,12.83,10.588,20534.0,12.75,25438.0,45722.0
2026-01-14,21063.0,17560.0,2322.0,4694.0,19.182,7.545,17874.0,14991.0,11.636999999999999,2.5423459244532802,2883.0,1.19231538923354,0.848597065945022,0.7117219769263637,17895.0,20691.0,14.405,18348.0,12.79,10.231,18902.0,12.256,23813.0,43750.0
2026-01-15,19729.0,16226.0,2175.0,3389.0,19.259,7.225,17630.0,13009.0,12.034,2.6656055363321802,4621.0,1.3552156199554155,0.8936083937351107,0.6593846621724365,16355.0,20632.0,14.17,17345.0,12.37,9.819,17022.0,11.675,21938.0,41056.0
2026-01-16,20173.0,16670.0,2224.0,3206.0,19.559,7.45,18184.0,14127.0,12.109000000000002,2.6253691275167785,4057.0,1.2871805762015998,0.9014028652158826,0.7002924701333465,17000.0,21286.0,14.285,17612.0,11.64,9.669,16440.0,11.65,22344.0,41194.0
2026-01-19,21796.0,18293.0,2403.0,3433.0,20.277,8.11,19684.0,17575.0,12.167000000000002,2.500246609124538,2109.0,1.12,0.9031014865112865,0.8063406129565058,19627.0,22609.0,14.515,18297.0,11.57,9.794,16932.0,12.344,24156.0,41778.0
2026-01-20,23307.0,19804.0,2570.0,3789.0,20.932,8.495,20940.0,19512.0,12.437,2.464037669217187,1428.0,1.0731857318573186,0.8984425279958811,0.8371733813875659,21586.0,23769.0,15.08,19754.0,11.74,10.144,18670.0,12.938,25344.0,44278.0
2026-01-21,24782.0,21279.0,2732.0,4472.0,21.95,8.625,22914.0,20143.0,13.325,2.544927536231884,2771.0,1.1375664002382961,0.9246227100314744,0.8128076829957227,22377.0,25761.0,15.664,21262.0,12.07,10.475,19999.0,13.569,27031.0,47167.0
2026-01-22,23479.0,19976.0,2589.0,4461.0,21.886,7.78,22906.0,15919.0,14.105999999999998,2.8131105398457583,6987.0,1.4389094792386457,0.9755952127433025,0.6780101367179181,18836.0,25523.0,15.63,21286.0,12.15,10.431,19834.0,13.588,26875.0,47331.0
2026-01-23,23431.0,19928.0,2583.0,4378.0,21.777,7.855,22294.0,15960.0,13.922,2.772374283895608,6334.0,1.3968671679197995,0.9514745422730571,0.6811489052964022,19318.0,25377.0,15.595,20813.0,12.02,10.413,19647.0,13.431,26344.0,46611.0
2026-01-26,23817.0,20314.0,2626.0,4436.0,21.975,7.975,22686.0,16575.0,14.000000000000002,2.755485893416928,6111.0,1.3686877828054298,0.952512910945963,0.69593147751606,19798.0,25643.0,15.753,21231.0,12.04,10.5,19961.0,13.581,26906.0,47094.0
2026-01-27,,,,6672.0,23.95,9.175,26197.0,22376.0,14.774999999999999,2.610354223433242,3821.0,1.1707633178405434,,,24823.0,28918.0,17.09,24389.0,12.25,11.575,23965.0,16.206,37813.0,53861.0
2026-01-28,,,,6978.0,24.286,9.015,26742.0,21454.0,15.271,2.693954520244038,5288.0,1.2464808427332899,,,24264.0,29518.0,17.268,24746.0,12.68,11.7,24585.0,16.144,37063.0,54417.0
2026-01-29,,,,6806.0,24.245,8.835,26582.0,20463.0,15.41,2.744199207696661,6119.0,1.2990275130723745,,,23300.0,29036.0,17.22,24543.0,12.67,11.663,24379.0,15.981,35738.0,54194.0
2026-01-30,,,,8267.0,26.218,9.835,30089.0,25240.0,16.383,2.66578546009151,4849.0,1.1921156893819334,,,27927.0,32059.0,18.534,27640.0,12.98,12.406,26912.0,16.894,38938.0,57167.0
2026-02-02,,,,9378.0,25.868,9.345,29317.0,22663.0,16.522999999999996,2.7681112894596036,6654.0,1.2936063186691964,,,26014.0,31872.0,18.23,26760.0,13.21,12.825,28341.0,16.606,38475.0,57000.0
2026-02-03,,,,8665.0,24.568,8.505,27419.0,18945.0,16.063000000000002,2.8886537330981774,8474.0,1.4472948007389812,,,21991.0,29773.0,17.705,26017.0,12.84,12.681,28160.0,16.288,37444.0,55611.0
2026-02-04,,,,7689.0,23.727,8.345,25835.0,18195.0,15.382,2.843259436788496,7640.0,1.419895575707612,,,20995.0,28041.0,17.325,25088.0,12.65,12.206,26340.0,15.444,34000.0,53889.0
2026-02-05,,,,7533.0,23.55,8.405,24930.0,18022.0,15.145000000000001,2.801903628792386,6908.0,1.383309288647209,,,21014.0,27505.0,17.3,24488.0,12.55,12.081,25562.0,15.25,33188.0,52917.0
2026-02-06,,,,7444.0,23.195,8.435,23951.0,17935.0,14.76,2.7498518079430943,6016.0,1.3354335098968497,,,21150.0,26727.0,17.16,23851.0,12.5,12.038,25083.0,15.188,32694.0,52394.0
2026-02-09,,,,7089.0,22.986,8.067,23616.0,16120.0,14.919,2.8493863889921904,7496.0,1.465012406947891,,,19705.0,26286.0,16.958,23393.0,12.45,11.944,24805.0,15.013,32113.0,52167.0
2026-02-10,,,,6950.0,22.35,7.944,22398.0,15524.0,14.406000000000002,2.8134441087613293,6874.0,1.4427982478742591,,,18955.0,25041.0,16.49,22192.0,12.33,11.644,23608.0,15.139,32550.0,51861.0
2026-02-11,,,,6928.0,22.864,8.417,23494.0,18015.0,14.447000000000001,2.7164072709991687,5479.0,1.30413544268665,,,20850.0,26077.0,16.85,23221.0,12.42,11.581,23046.0,15.406,33281.0,54056.0
2026-02-12,,,,8056.0,24.209,9.378,25877.0,22695.0,14.831,2.5814672638089142,3182.0,1.1402070940735844,,,25695.0,28705.0,17.662,25104.0,13.35,12.044,24877.0,15.944,35031.0,55722.0
2026-02-13,,,,8083.0,23.923,9.272,25232.0,22084.0,14.650999999999998,2.580133735979292,3148.0,1.1425466401014308,,,25000.0,28236.0,17.466,24509.0,13.4,11.9,24536.0,15.725,34344.0,55028.0
2026-02-16,,,,8112.0,23.86,9.517,25504.0,23681.0,14.343,2.5070925711884,1823.0,1.0769815463873993,,,25975.0,28115.0,17.494,24964.0,13.35,11.9,24679.0,15.644,34156.0,54806.0
2026-02-17,,,,8117.0,23.825,9.494,25474.0,23597.0,14.331,2.5094796713713925,1877.0,1.0795440098317584,,,25935.0,28045.0,17.456,24901.0,,11.888,24438.0,15.531,33813.0,54333.0
2026-02-18,,,,8000.0,23.48,9.45,24396.0,23029.0,14.030000000000001,2.484656084656085,1367.0,1.0593599374701463,,,25780.0,27245.0,17.267,24020.0,,11.731,23652.0,15.131,31938.0,53000.0
2026-02-19,,,,7750.0,23.382,9.217,24241.0,21871.0,14.165000000000001,2.5368341108820656,2370.0,1.1083626720314572,,,24586.0,26927.0,17.172,23807.0,13.17,11.644,23278.0,14.638,29313.0,52111.0
2026-02-20,,,,7894.0,23.855,9.367,24622.0,22158.0,14.488,2.546706522899541,2464.0,1.1112013719649787,,,25364.0,27655.0,17.39,23851.0,13.27,11.675,22969.0,14.6,29219.0,52111.0
2026-02-23,,,,8211.0,24.323,10.172,25271.0,26040.0,14.151,2.391171844278411,-769.0,0.9704685099846391,,,28532.0,28414.0,17.69,24378.0,13.46,11.725,23018.0,14.713,29481.0,52583.0
2026-02-24,,,,8122.0,24.423,10.174,25390.0,25981.0,14.248999999999999,2.400530764694319,-591.0,0.9772526076748393,,,28591.0,28559.0,17.685,24289.0,13.77,11.681,22728.0,14.588,29219.0,52344.0
2026-02-25,,,,8311.0,23.95,9.9,24454.0,24579.0,14.049999999999999,2.419191919191919,-125.0,0.9949143577851011,,,27545.0,27491.0,17.43,23614.0,13.82,11.575,22257.0,14.575,28969.0,51750.0
2026-02-26,,,,7856.0,23.468,9.828,23500.0,24210.0,13.64,2.387871387871388,-710.0,0.9706732755059893,,,27214.0,26505.0,17.17,22926.0,13.78,11.344,21404.0,14.219,27875.0,50861.0
2026-02-27,,,,7472.0,23.45,10.239,23386.0,26246.0,13.210999999999999,2.2902627209688444,-2860.0,0.8910310142497905,,,28568.0,26568.0,17.17,22850.0,13.82,11.113,20308.0,13.744,25906.0,50028.0
2026-03-02,,,,8022.0,23.975,10.489,24068.0,27217.0,13.486,2.285727905424731,-3149.0,0.8843002535180218,,,29660.0,27255.0,17.628,23719.0,14.08,11.481,21596.0,13.9,25906.0,50639.0
2026-03-03,,,,8039.0,25.232,11.094,23821.0,27948.0,14.138,2.2743825491256535,-4127.0,0.8523329039645056,,,31386.0,28668.0,17.975,22011.0,14.73,11.794,20632.0,14.116,26113.0,50861.0
2026-03-04,,,,7717.0,25.955,11.322,23430.0,27538.0,14.633,2.2924394983218512,-4108.0,0.8508243154913211,,,31864.0,28455.0,18.525,21715.0,15.38,11.944,19696.0,13.563,23781.0,49972.0
2026-03-05,,,,7178.0,25.773,10.522,22238.0,22721.0,15.251,2.4494392701007413,-483.0,0.9787421328286607,,,27636.0,27077.0,18.468,20765.0,15.58,11.869,18949.0,13.269,22750.0,48111.0
2026-03-06,,,,6656.0,25.75,9.611,20054.0,16205.0,16.139,2.6792217251066486,3849.0,1.2375192841715519,,,21859.0,25593.0,18.43,18608.0,14.97,11.919,18805.0,13.069,20563.0,47139.0
2026-03-09,,,,6606.0,27.705,12.87,18653.0,28329.0,14.834999999999999,2.152680652680653,-9676.0,0.658441879346253,,,28614.0,25015.0,19.767,17083.0,15.27,12.556,19895.0,13.731,19938.0,45000.0
2026-03-10,,,,5950.0,27.964,11.305,11957.0,14075.0,16.659,2.47359575409111,-2118.0,0.8495204262877443,,,22473.0,22470.0,20.119,11085.0,15.93,12.663,17383.0,13.538,19438.0,44389.0
2026-03-11,23346.0,19843.0,2574.0,7556.0,27.95,11.67,7533.0,10898.0,16.28,2.3950299914310196,-3365.0,0.6912277482106809,0.3226676946800308,0.46680373511522316,23459.0,22085.0,20.452,7741.0,16.33,13.469,20080.0,14.0,21313.0,43778.0
2026-03-12,24676.0,21173.0,2721.0,8028.0,29.005,12.46,11600.0,16658.0,16.544999999999998,2.3278491171749596,-5058.0,0.6963621082963141,0.4700923974712271,0.6750688928513535,25977.0,23140.0,21.348,12016.0,16.97,13.819,21327.0,14.35,22063.0,43889.0
2026-03-13,26124.0,22621.0,2880.0,8311.0,29.395,13.48,10946.0,20645.0,15.915,2.1806379821958455,-9699.0,0.5302010171954469,0.4190016842749962,0.7902694839993876,28850.0,23305.0,21.728,11651.0,17.73,14.019,19552.0,14.606,23156.0,45500.0
2026-03-16,26543.0,23040.0,2927.0,8183.0,29.795,13.475,11499.0,20414.0,16.32,2.21113172541744,-8915.0,0.5632898990888606,0.4332215650077233,0.7690916625852391,29000.0,24175.0,22.0,12143.0,18.25,14.175,20675.0,14.906,24119.0,45667.0
2026-03-17,26194.0,22691.0,2888.0,7989.0,29.895,12.725,12014.0,16848.0,17.17,2.3493123772102162,-4834.0,0.7130816714150048,0.45865465373749714,0.6432007329922883,26582.0,24320.0,21.972,12373.0,18.25,14.481,22280.0,15.3,25969.0,47333.0
2026-03-18,27077.0,23574.0,2986.0,9256.0,30.509,12.365,15288.0,16789.0,18.144,2.467367569753336,-1501.0,0.9105962237179105,0.5646120323521808,0.6200465339587103,26461.0,25705.0,22.189,14927.0,18.07,14.963,24291.0,15.613,26969.0,49500.0
2026-03-19,26892.0,23389.0,2965.0,9028.0,30.732,11.88,17591.0,15917.0,18.851999999999997,2.5868686868686868,1674.0,1.1051705723440346,0.6541350587535326,0.5918860627695969,24718.0,26275.0,22.128,16555.0,18.05,15.181,24875.0,15.919,28250.0,50444.0
2026-03-20,26941.0,23438.0,2971.0,9111.0,30.65,11.71,16636.0,14361.0,18.939999999999998,2.6174210076857385,2275.0,1.1584151521481791,0.6174974945250733,0.5330537099587989,24559.0,26125.0,22.039,15558.0,17.95,15.263,23983.0,15.938,28575.0,51111.0
2026-03-23,26634.0,23131.0,2937.0,8750.0,30.545,11.65,18211.0,15597.0,18.895000000000003,2.6218884120171673,2614.0,1.1675963326280696,0.6837500938649846,0.585604865960802,24232.0,26080.0,21.994,17153.0,17.17,15.138,23633.0,15.675,27781.0,50972.0
2026-03-24,25795.0,22292.0,2844.0,8606.0,30.1,11.255,18083.0,14227.0,18.845,2.674366948023101,3856.0,1.2710339495325789,0.7010273308780771,0.5515409963171157,23468.0,25605.0,21.833,17450.0,16.8,14.9,22812.0,14.906,25275.0,50500.0
2026-03-25,26440.0,22937.0,2915.0,8644.0,30.25,10.59,20954.0,13051.0,19.66,2.8564683663833805,7903.0,1.6055474676270018,0.7925113464447806,0.49360816944024205,22291.0,27065.0,21.878,20044.0,15.78,14.875,24652.0,15.069,26625.0,54378.0
2026-03-26,26974.0,23471.0,2974.0,8761.0,30.559,10.6,24536.0,15675.0,19.959000000000003,2.882924528301887,8861.0,1.5652950558213716,0.9096166679024246,0.5811151479202195,22841.0,28600.0,21.983,23177.0,15.47,14.713,24942.0,14.744,25538.0,55233.0
2026-03-27,27497.0,23994.0,3032.0,8778.0,30.482,10.99,24542.0,17809.0,19.491999999999997,2.7736123748862602,6733.0,1.3780672693581897,0.8925337309524676,0.6476706549805433,24541.0,28800.0,22.044,23491.0,15.32,14.581,24074.0,14.644,24881.0,55028.0
2026-03-30,27248.0,23745.0,3004.0,8706.0,30.205,10.98,23123.0,17003.0,19.224999999999998,2.750910746812386,6120.0,1.3599364817973298,0.8486127422196125,0.6240091015854374,24595.0,28345.0,21.947,22397.0,15.43,14.594,23399.0,14.35,24138.0,54756.0
2026-03-31,26724.0,23221.0,2947.0,8489.0,30.123,11.12,22208.0,17068.0,19.003,2.708902877697842,5140.0,1.3011483477853292,0.831013321359078,0.638676844783715,24655.0,28212.0,21.894,21533.0,15.37,14.406,23415.0,13.594,21625.0,53894.0
2026-04-01,27421.0,23918.0,3023.0,8522.0,30.141,11.55,22006.0,19064.0,18.590999999999998,2.6096103896103893,2942.0,1.1543222828367603,0.8025236132890851,0.6952335801028409,26968.0,28534.0,21.889,21291.0,15.5,14.369,22852.0,13.469,21119.0,52922.0
2026-04-02,27991.0,24488.0,3086.0,8633.0,30.164,11.635,22487.0,19876.0,18.529000000000003,2.592522561237645,2611.0,1.131364459649829,0.8033653674395341,0.7100853845879033,27515.0,28465.0,21.933,21827.0,15.88,14.419,24217.0,13.7,23094.0,53611.0
2026-04-06,,,,,,,,,,,,,,,,,,,15.98,,,,,
2026-04-07,28548.0,25045.0,3148.0,8678.0,30.455,12.01,22786.0,21556.0,18.445,2.535803497085762,1230.0,1.0570606791612545,0.7981644948858063,0.7550791649152305,28955.0,28786.0,22.115,22042.0,16.13,14.431,23076.0,13.825,22988.0,53472.0
2026-04-08,29205.0,25702.0,3220.0,8806.0,30.523,12.16,22999.0,22393.0,18.363,2.510115131578947,606.0,1.027062028312419,0.7875021400445129,0.7667522684471837,29850.0,29809.0,22.235,22436.0,16.21,14.413,22645.0,13.838,23563.0,53361.0
2026-04-09,29338.0,25835.0,3235.0,8694.0,30.114,11.929,24725.0,23405.0,18.185000000000002,2.52443624779948,1320.0,1.0563982055116428,0.8427636512373031,0.7977708091894471,29745.0,30009.0,22.005,24264.0,16.28,14.163,23928.0,13.781,23875.0,54056.0
2026-04-10,30088.0,26585.0,3318.0,8728.0,30.2,12.02,26242.0,25037.0,18.18,2.512479201331115,1205.0,1.0481287694212564,0.8721749534698219,0.8321257644243553,30306.0,30491.0,22.088,25778.0,16.35,14.175,24178.0,14.025,24375.0,56889.0
2026-04-13,,,,8811.0,30.455,12.39,27182.0,27309.0,18.064999999999998,2.4580306698950762,-127.0,0.9953495184737632,,,32514.0,31173.0,22.225,26559.0,16.63,14.213,24834.0,14.269,25000.0,57167.0
2026-04-14,,,,9233.0,31.855,13.08,29634.0,30567.0,18.775,2.4353975535168195,-933.0,0.9694768868387477,,,35473.0,33859.0,23.035,28399.0,16.98,14.431,24829.0,14.606,26438.0,58361.0
2026-04-15,,,,10111.0,32.441,13.53,31229.0,33248.0,18.911,2.397708795269771,-2019.0,0.9392745428296438,,,37582.0,35568.0,23.613,30348.0,17.55,14.975,27280.0,16.025,32969.0,61583.0
2026-04-16,,,,10417.0,32.377,13.28,31934.0,32688.0,19.097,2.4380271084337353,-754.0,0.9769334312285854,,,37077.0,35795.0,23.588,31081.0,17.87,15.119,28118.0,17.006,36756.0,62194.0
2026-04-17,,,,10856.0,32.673,13.595,33272.0,34953.0,19.078000000000003,2.40331004045605,-1681.0,0.951906846336509,,,38602.0,36623.0,23.79,32339.0,17.97,15.281,28677.0,17.144,37281.0,62556.0
2026-04-20,,,,11472.0,33.714,13.605,35530.0,35176.0,20.108999999999998,2.4780595369349503,354.0,1.0100636797816693,,,38977.0,38864.0,24.228,33689.0,18.2,15.65,30555.0,17.719,39438.0,66333.0
2026-04-21,,,,11444.0,33.395,13.515,36166.0,35812.0,19.880000000000003,2.470958194598594,354.0,1.0098849547637663,,,38739.0,38505.0,24.078,34510.0,18.27,15.719,31531.0,18.1,40469.0,66500.0
2026-04-22,,,,11906.0,33.268,13.25,35796.0,34353.0,20.018,2.510792452830189,1443.0,1.04200506505982,,,38309.0,38524.0,23.995,34176.0,18.26,15.875,32007.0,18.875,43094.0,68111.0
2026-04-23,,,,13494.0,33.218,12.995,35063.0,32498.0,20.223000000000006,2.5562139284340133,2565.0,1.0789279340267093,,,37150.0,38057.0,24.02,33633.0,18.02,16.031,31658.0,18.869,42844.0,68056.0
