date,C5TC (182),C5TC,BCI,C16_182,C3,C5,C3-TCE,C5-TCE,C10_182,C14_182,C17,C17-TCE,C18_182,C2,C2-TCE,C7,C8_182,C9_182
2026-04-02,27991.0,24488.0,3086.0,8633.0,30.164,11.635,22487.0,19876.0,27515.0,28465.0,21.933,21827.0,15.88,14.419,24217.0,13.7,23094.0,53611.0
2026-04-06,,,,,,,,,,,,,15.98,,,,,
2026-04-07,28548.0,25045.0,3148.0,8678.0,30.455,12.01,22786.0,21556.0,28955.0,28786.0,22.115,22042.0,16.13,14.431,23076.0,13.825,22988.0,53472.0
2026-04-08,29205.0,25702.0,3220.0,8806.0,30.523,12.16,22999.0,22393.0,29850.0,29809.0,22.235,22436.0,16.21,14.413,22645.0,13.838,23563.0,53361.0
2026-04-09,29338.0,25835.0,3235.0,8694.0,30.114,11.929,24725.0,23405.0,29745.0,30009.0,22.005,24264.0,16.28,14.163,23928.0,13.781,23875.0,54056.0
2026-04-10,30088.0,26585.0,3318.0,8728.0,30.2,12.02,26242.0,25037.0,30306.0,30491.0,22.088,25778.0,16.35,14.175,24178.0,14.025,24375.0,56889.0
2026-04-13,31170.0,27667.0,3437.0,8811.0,30.455,12.39,27182.0,27309.0,32514.0,31173.0,22.225,26559.0,16.63,14.213,24834.0,14.269,25000.0,57167.0
2026-04-14,33295.0,29792.0,3671.0,9233.0,31.855,13.08,29634.0,30567.0,35473.0,33859.0,23.035,28399.0,16.98,14.431,24829.0,14.606,26438.0,58361.0
2026-04-15,35953.0,32450.0,3964.0,10111.0,32.441,13.53,31229.0,33248.0,37582.0,35568.0,23.613,30348.0,17.55,14.975,27280.0,16.025,32969.0,61583.0
2026-04-16,36515.0,33012.0,4026.0,10417.0,32.377,13.28,31934.0,32688.0,37077.0,35795.0,23.588,31081.0,17.87,15.119,28118.0,17.006,36756.0,62194.0
2026-04-17,37435.0,33932.0,4128.0,10856.0,32.673,13.595,33272.0,34953.0,38602.0,36623.0,23.79,32339.0,17.97,15.281,28677.0,17.144,37281.0,62556.0
2026-04-20,38999.0,35496.0,4300.0,11472.0,33.714,13.605,35530.0,35176.0,38977.0,38864.0,24.228,33689.0,18.2,15.65,30555.0,17.719,39438.0,66333.0
2026-04-21,38998.0,35495.0,4300.0,11444.0,33.395,13.515,36166.0,35812.0,38739.0,38505.0,24.078,34510.0,18.27,15.719,31531.0,18.1,40469.0,66500.0
2026-04-22,39505.0,36002.0,4356.0,11906.0,33.268,13.25,35796.0,34353.0,38309.0,38524.0,23.995,34176.0,18.26,15.875,32007.0,18.875,43094.0,68111.0
2026-04-23,39137.0,35634.0,4315.0,13494.0,33.218,12.995,35063.0,32498.0,37150.0,38057.0,24.02,33633.0,18.02,16.031,31658.0,18.869,42844.0,68056.0
2026-04-24,38836.0,35333.0,4282.0,13806.0,33.068,13.0,33658.0,31564.0,37034.0,37341.0,24.2,33044.0,17.94,16.019,31021.0,18.844,42438.0,67583.0
2026-04-27,38837.0,35334.0,4282.0,14217.0,33.032,13.03,33864.0,31957.0,36977.0,37091.0,24.195,33297.0,17.82,16.138,30811.0,18.994,42438.0,67839.0
2026-04-28,39039.0,35536.0,4304.0,14367.0,33.118,13.2,32608.0,31593.0,37477.0,37277.0,24.262,32104.0,18.23,16.088,29949.0,19.006,42413.0,67556.0
2026-04-29,38843.0,35340.0,4283.0,14344.0,33.173,13.24,32677.0,31763.0,37564.0,37173.0,24.243,32015.0,18.53,16.149,30021.0,18.963,41538.0,67028.0
2026-04-30,39244.0,35741.0,4327.0,14750.0,34.455,13.44,34619.0,32273.0,37873.0,38405.0,24.81,32945.0,18.58,16.581,31046.0,18.988,40938.0,67222.0
2026-05-01,,,,16556.0,35.05,13.667,35083.0,32818.0,38261.0,39472.0,25.662,34515.0,,16.975,31254.0,19.269,43188.0,68188.0
2026-05-04,,,,,,,,,,,,,18.81,,,,,
2026-05-05,,,,18833.0,35.725,14.75,36339.0,38294.0,42010.0,40415.0,26.2,35863.0,19.12,18.388,36936.0,20.056,45125.0,69754.0
2026-05-06,,,,20806.0,36.909,15.71,36027.0,40911.0,46914.0,42764.0,27.115,35734.0,20.0,19.25,39477.0,20.844,47375.0,73589.0
2026-05-07,,,,21044.0,36.805,15.715,37723.0,42583.0,47173.0,42655.0,27.12,37575.0,20.28,19.45,40335.0,21.138,49281.0,75306.0
2026-05-08,,,,20444.0,35.509,15.2,35912.0,40598.0,44736.0,40334.0,26.43,36472.0,20.33,19.225,41193.0,20.975,49063.0,74278.0
2026-05-11,,,,20556.0,35.614,15.215,36001.0,40572.0,45055.0,40423.0,26.552,36680.0,20.33,19.488,41765.0,21.131,49219.0,74444.0
2026-05-12,,,,21028.0,35.736,15.175,35569.0,39784.0,44955.0,40545.0,26.615,36200.0,20.28,20.006,43377.0,22.281,52925.0,77222.0
2026-05-13,,,,22333.0,37.127,15.89,37647.0,42862.0,48273.0,42560.0,27.335,37458.0,20.73,20.613,45913.0,22.881,54313.0,79667.0
2026-05-14,,,,22250.0,36.925,15.433,37010.0,40316.0,46840.0,42051.0,27.217,36918.0,21.0,20.581,46131.0,23.343,56938.0,79844.0
2026-05-15,,,,21712.0,36.8,15.01,37119.0,38459.0,44455.0,41540.0,27.145,37070.0,20.67,20.221,45354.0,23.163,55988.0,78878.0
2026-05-18,,,,20917.0,36.605,14.79,36099.0,36784.0,43060.0,40541.0,27.605,37678.0,20.58,19.831,43669.0,22.675,53719.0,76667.0
2026-05-19,,,,20528.0,36.45,14.94,34327.0,36283.0,43123.0,39852.0,27.506,36007.0,20.35,19.738,42541.0,22.394,52488.0,75139.0
2026-05-20,,,,20211.0,36.323,15.295,34472.0,38443.0,44459.0,39759.0,27.34,35949.0,20.6,19.606,42313.0,20.85,46875.0,73639.0
2026-05-21,,,,19689.0,36.15,15.265,34764.0,38839.0,44368.0,39656.0,27.202,36192.0,20.48,19.513,42248.0,20.631,45719.0,72611.0
2026-05-22,,,,19972.0,36.241,15.625,36053.0,41642.0,46564.0,40293.0,27.3,37518.0,20.55,19.513,43465.0,20.713,46469.0,72750.0
2026-05-25,,,,,,,,,,,,,20.6,,,,,
2026-05-26,,,,20589.0,36.923,16.29,38075.0,45630.0,49670.0,42164.0,27.598,38954.0,20.95,19.694,44081.0,21.388,48875.0,74200.0
2026-05-27,,,,20722.0,37.368,16.315,39549.0,46272.0,50068.0,43337.0,27.925,40391.0,,19.806,45263.0,21.7,50094.0,74833.0
2026-05-28,,,,21417.0,37.791,16.87,40624.0,49320.0,52518.0,44425.0,28.215,41387.0,21.18,20.356,48028.0,22.85,54938.0,77083.0
2026-05-29,,,,21528.0,37.723,16.41,41044.0,47445.0,51468.0,44414.0,28.215,41920.0,21.45,20.463,48964.0,23.106,56281.0,77306.0
2026-06-01,,,,21472.0,37.645,16.39,41008.0,47445.0,51482.0,44177.0,28.16,41889.0,,20.388,48962.0,23.156,56344.0,77200.0
2026-06-02,,,,21333.0,37.591,16.185,40703.0,46224.0,50764.0,43923.0,28.145,41658.0,21.35,20.306,48229.0,23.013,56500.0,76972.0
2026-06-03,,,,20950.0,36.85,15.27,39119.0,41436.0,46420.0,42203.0,27.706,40382.0,21.07,20.113,47437.0,23.038,57563.0,76722.0
2026-06-04,,,,20294.0,36.632,14.535,38054.0,37125.0,43054.0,41701.0,27.47,39148.0,20.42,19.95,46523.0,22.356,54813.0,75633.0
2026-06-05,44374.0,40871.0,4893.0,19878.0,36.5,13.92,38110.0,34250.0,40573.0,41274.0,27.305,39016.0,19.9,19.756,46171.0,21.888,53488.0,74778.0
2026-06-08,42798.0,39295.0,4719.0,19306.0,36.255,13.135,37665.0,30265.0,37255.0,40901.0,27.032,38332.0,19.47,19.45,45289.0,21.556,52656.0,73778.0
2026-06-09,40274.0,36771.0,4441.0,18350.0,35.65,12.18,36587.0,25479.0,32811.0,39971.0,26.65,37435.0,18.75,18.888,42970.0,20.881,50375.0,71583.0
2026-06-10,39007.0,35504.0,4301.0,17194.0,35.395,12.015,36676.0,25149.0,31415.0,39998.0,26.416,37386.0,17.98,18.356,41523.0,19.913,47094.0,70389.0
2026-06-11,37551.0,34048.0,4140.0,17250.0,35.977,10.935,38778.0,20442.0,26363.0,41393.0,26.62,38840.0,17.03,18.281,41639.0,19.688,45738.0,71667.0
2026-06-12,37251.0,33748.0,4107.0,16883.0,35.455,10.89,37627.0,20109.0,26004.0,40564.0,26.365,38051.0,16.65,18.119,41024.0,19.513,45250.0,72889.0
2026-06-15,36756.0,33253.0,4053.0,16028.0,34.509,10.76,37419.0,20884.0,26168.0,39694.0,24.55,34846.0,16.2,17.513,40149.0,18.975,44144.0,72389.0
2026-06-16,35471.0,31968.0,3911.0,15100.0,32.609,10.71,35007.0,21794.0,26550.0,36994.0,23.425,33162.0,15.87,16.769,38079.0,18.056,41763.0,70222.0
2026-06-17,35162.0,31659.0,3877.0,13883.0,31.75,10.73,33665.0,22205.0,27232.0,36186.0,23.095,32632.0,15.57,16.388,36727.0,17.856,41075.0,69500.0
2026-06-18,35731.0,32228.0,3940.0,13333.0,31.377,11.515,33481.0,26704.0,30745.0,35767.0,22.761,32281.0,15.58,16.075,36067.0,17.219,38500.0,68694.0
2026-06-19,37631.0,34128.0,4149.0,13483.0,31.718,12.44,34116.0,31406.0,35100.0,36327.0,22.928,32684.0,16.17,16.025,36069.0,17.275,39344.0,69417.0
2026-06-22,36947.0,33444.0,4074.0,13317.0,32.15,11.875,34377.0,27999.0,32959.0,36590.0,22.975,32238.0,16.28,16.131,36284.0,17.375,39206.0,69750.0
2026-06-23,36695.0,33192.0,4046.0,13183.0,32.361,11.66,33091.0,25423.0,32159.0,36809.0,22.945,30521.0,16.28,16.063,35806.0,17.613,39388.0,69450.0
2026-06-24,35825.0,32322.0,3950.0,12178.0,31.886,11.295,32706.0,24035.0,30682.0,35928.0,22.635,30234.0,16.08,15.438,33428.0,17.638,39388.0,69394.0
2026-06-25,34708.0,31205.0,3827.0,11244.0,30.091,10.715,28759.0,20722.0,27868.0,32668.0,21.3,26319.0,15.78,14.831,31148.0,18.425,42313.0,72278.0
2026-06-26,33014.0,29511.0,3640.0,10472.0,28.332,10.235,25715.0,18642.0,25891.0,29677.0,20.345,24210.0,15.48,14.275,29150.0,18.194,41469.0,72028.0
2026-06-29,32091.0,28588.0,3538.0,9811.0,28.082,10.16,25142.0,18189.0,25314.0,29200.0,20.2,23750.0,15.1,14.094,27760.0,17.588,38750.0,71139.0
2026-06-30,32181.0,28678.0,3548.0,9761.0,28.227,10.37,25508.0,19333.0,26032.0,29462.0,20.23,23906.0,15.07,14.069,27971.0,17.438,38156.0,70083.0
2026-07-01,33484.0,29981.0,3692.0,10167.0,28.782,10.82,26685.0,21706.0,28091.0,30710.0,20.62,25014.0,15.28,14.25,28381.0,17.738,39313.0,70456.0
2026-07-02,35563.0,32060.0,3921.0,10656.0,29.673,11.585,29002.0,26102.0,31713.0,32650.0,21.015,26593.0,15.83,14.406,29059.0,17.994,40288.0,71406.0
2026-07-03,37181.0,33678.0,4100.0,11133.0,30.114,12.245,30428.0,29962.0,34678.0,34105.0,21.388,28113.0,16.43,14.581,29978.0,18.144,40738.0,72117.0
2026-07-06,39078.0,35575.0,4309.0,11889.0,31.614,12.77,34029.0,33198.0,37291.0,36799.0,22.17,30792.0,17.0,14.975,31563.0,18.356,41456.0,72978.0
