date,C5TC (182),C5TC,BCI,C16_182,C3,C5,C3-TCE,C5-TCE,C10_182,C14_182,C17,C17-TCE,C18_182,C2,C2-TCE,C7,C8_182,C9_182
2025-07-31,,,,7363.0,23.805,10.295,23543.0,26061.0,28986.0,26910.0,17.594,23448.0,,11.507,20861.0,15.557,35450.0,54063.0
2025-08-01,,,,7813.0,24.185,10.67,24740.0,28367.0,30641.0,27815.0,17.839,24525.0,,11.664,21762.0,15.479,35071.0,54188.0
2025-08-04,,,,7594.0,23.915,9.915,24523.0,24775.0,27932.0,27000.0,17.711,24491.0,,11.6,22048.0,15.171,33929.0,53438.0
2025-08-05,,,,7156.0,23.665,9.6,23930.0,23077.0,26650.0,26660.0,17.456,23721.0,,11.393,21217.0,14.393,31250.0,52369.0
2025-08-06,,,,7688.0,24.135,10.37,25008.0,27148.0,29495.0,27490.0,17.739,24613.0,,11.629,22469.0,14.629,32271.0,53063.0
2025-08-07,,,,7775.0,24.075,9.985,24998.0,25271.0,28355.0,27410.0,18.483,26687.0,,11.714,23067.0,14.871,33467.0,54119.0
2025-08-08,,,,8375.0,25.02,10.6,26877.0,28428.0,30936.0,29265.0,19.017,28110.0,,11.907,23898.0,14.879,33357.0,54050.0
2025-08-11,,,,8344.0,25.035,10.475,26976.0,27848.0,30418.0,29230.0,19.033,28219.0,,11.9,23840.0,14.871,33036.0,53856.0
2025-08-12,,,,8138.0,24.925,10.16,26897.0,26356.0,29445.0,29055.0,18.861,27897.0,,11.879,23910.0,14.814,32993.0,53363.0
2025-08-13,,,,8888.0,25.075,9.975,27392.0,25580.0,28964.0,29325.0,18.894,28175.0,,12.179,25152.0,14.814,33171.0,54719.0
2025-08-14,,,,9113.0,25.1,10.145,27679.0,26656.0,29659.0,29680.0,18.944,28535.0,,12.207,25536.0,14.75,32771.0,54719.0
2025-08-15,,,,9031.0,24.872,9.897,26981.0,25172.0,28475.0,29228.0,18.806,27932.0,,12.171,25186.0,15.029,33900.0,54094.0
2025-08-18,29505.0,26638.0,3212.0,8813.0,24.51,9.767,26324.0,24558.0,27773.0,28501.0,18.324,26713.0,,12.079,24932.0,14.829,32700.0,53219.0
2025-08-19,27814.0,25072.0,3023.0,7881.0,24.0,9.195,25513.0,21801.0,24886.0,27423.0,17.911,25811.0,,11.843,24177.0,14.493,31207.0,52656.0
2025-08-20,26647.0,23778.0,2867.0,7188.0,23.475,9.04,24584.0,21101.0,23986.0,26510.0,17.489,24798.0,,11.55,23073.0,13.664,28921.0,51100.0
2025-08-21,25419.0,22418.0,2703.0,6612.0,23.269,8.75,24028.0,19488.0,22614.0,26075.0,17.338,24256.0,,11.3,21911.0,13.079,27071.0,48788.0
2025-08-22,26427.0,23160.0,2793.0,6912.0,23.44,9.395,24316.0,22748.0,25068.0,26630.0,17.422,24430.0,,11.334,21882.0,13.129,27250.0,48356.0
2025-08-26,29178.0,25140.0,3031.0,7663.0,24.72,10.72,26225.0,28991.0,30986.0,29020.0,18.183,25845.0,,11.8,23283.0,13.129,26857.0,48731.0
2025-08-27,28721.0,24786.0,2989.0,8125.0,24.71,10.325,26611.0,27320.0,29447.0,29011.0,18.111,26045.0,,11.886,21173.0,13.107,26779.0,49031.0
2025-08-28,27741.0,23918.0,2884.0,7531.0,24.435,10.025,25770.0,25527.0,28362.0,28326.0,17.939,25304.0,,11.7,23180.0,12.821,25832.0,47331.0
2025-08-29,28141.0,24257.0,2925.0,7844.0,24.48,10.2,26166.0,26689.0,29026.0,28691.0,18.222,26348.0,,11.864,23995.0,12.907,25869.0,47588.0
2025-09-01,28418.0,24455.0,2949.0,8894.0,24.465,10.265,26057.0,26953.0,29484.0,28601.0,18.456,26891.0,,12.114,24927.0,12.893,25836.0,47688.0
2025-09-02,27736.0,23836.0,2874.0,7850.0,24.265,10.11,25493.0,26014.0,28534.0,28297.0,18.339,26420.0,,11.807,23428.0,12.843,25329.0,47156.0
2025-09-03,26936.0,22994.0,2773.0,7500.0,23.695,9.952,24276.0,25128.0,27659.0,27285.0,18.011,25466.0,,11.636,22724.0,12.5,24414.0,46675.0
2025-09-04,27419.0,23355.0,2816.0,7469.0,23.655,10.11,24643.0,26323.0,28573.0,27300.0,17.967,25778.0,,11.614,22886.0,12.529,24621.0,47731.0
2025-09-05,27376.0,23513.0,2835.0,7381.0,23.57,9.99,24772.0,25965.0,28095.0,27135.0,17.9,25886.0,,11.493,22640.0,12.843,25579.0,47994.0
2025-09-08,28152.0,24150.0,2912.0,7581.0,23.675,10.36,25365.0,28194.0,29725.0,27412.0,18.0,26522.0,,11.586,23428.0,12.936,26143.0,48213.0
2025-09-09,29127.0,25017.0,3016.0,8244.0,24.06,10.51,25969.0,28825.0,30875.0,28455.0,18.209,26923.0,,11.721,23630.0,13.129,26943.0,49081.0
2025-09-10,29505.0,25465.0,3071.0,8431.0,24.09,10.59,26038.0,29243.0,31190.0,28605.0,18.261,27070.0,,11.793,23968.0,13.55,27993.0,49475.0
2025-09-11,29147.0,25218.0,3041.0,11050.0,23.71,10.295,25237.0,27690.0,29862.0,27761.0,18.006,26348.0,,12.321,26117.0,13.486,28086.0,49288.0
2025-09-12,29302.0,25457.0,3070.0,11225.0,23.59,10.245,25395.0,27777.0,29865.0,27775.0,17.961,26609.0,,12.379,26621.0,13.5,28479.0,49844.0
2025-09-15,30170.0,26156.0,3154.0,11450.0,23.78,10.62,25524.0,29482.0,31680.0,28245.0,18.233,27091.0,,12.486,26882.0,13.543,28764.0,50200.0
2025-09-16,30266.0,26443.0,3189.0,11544.0,23.94,10.4,25701.0,28236.0,30850.0,28480.0,18.294,27119.0,,12.514,27001.0,13.721,29500.0,51844.0
2025-09-17,31029.0,27366.0,3300.0,11694.0,24.03,10.585,25414.0,28780.0,31693.0,28550.0,18.35,26820.0,,12.636,27387.0,14.321,31543.0,52844.0
2025-09-18,,,,11938.0,24.52,10.955,26512.0,30786.0,33180.0,29470.0,18.644,27722.0,,12.779,28048.0,14.557,32414.0,53438.0
2025-09-19,,,,12013.0,24.77,10.94,27343.0,31001.0,33125.0,30055.0,18.767,28371.0,,12.886,28693.0,14.721,32771.0,53750.0
2025-09-22,,,,11981.0,24.845,10.775,27680.0,30319.0,32160.0,30270.0,18.772,28566.0,,12.739,28242.0,14.264,31057.0,53813.0
2025-09-23,,,,12113.0,25.015,10.77,28056.0,30328.0,32320.0,30720.0,18.891,28919.0,,12.914,28783.0,14.9,33300.0,54313.0
2025-09-24,,,,12363.0,25.75,10.815,29302.0,30378.0,32670.0,32043.0,19.333,29889.0,,13.143,29232.0,15.129,34179.0,55656.0
2025-09-25,,,,12469.0,25.985,11.0,29578.0,31162.0,33630.0,32655.0,19.511,30179.0,,13.243,29683.0,15.207,34650.0,56156.0
2025-09-26,,,,12563.0,25.935,10.9,29331.0,30522.0,33225.0,32465.0,19.472,29933.0,,13.286,29685.0,15.293,34736.0,56169.0
2025-09-29,,,,12275.0,25.755,10.575,28757.0,28669.0,31502.0,31950.0,19.353,29409.0,,13.079,28549.0,15.193,34107.0,55663.0
2025-09-30,,,,11238.0,24.74,10.095,27314.0,26700.0,29060.0,29865.0,18.75,28355.0,,12.564,27233.0,14.664,32014.0,53750.0
2025-10-01,,,,10044.0,23.725,9.07,25177.0,21341.0,24808.0,27790.0,17.944,26098.0,,12.014,25137.0,13.443,28000.0,49344.0
2025-10-02,,,,9400.0,23.52,8.91,24821.0,20565.0,23530.0,27462.0,17.767,25677.0,,11.9,24974.0,12.8,26171.0,47156.0
2025-10-03,,,,9450.0,23.533,8.975,25342.0,21326.0,23717.0,27489.0,17.825,26306.0,,11.814,24943.0,12.729,25993.0,47094.0
2025-10-06,,,,9863.0,23.872,9.295,25874.0,22844.0,24933.0,28433.0,17.919,26422.0,,11.9,25241.0,12.836,26743.0,48431.0
2025-10-07,,,,10063.0,23.967,9.46,25834.0,23492.0,25780.0,28856.0,18.0,26417.0,,12.007,25557.0,12.9,26629.0,48713.0
2025-10-08,,,,10125.0,24.05,9.5,26157.0,23834.0,25905.0,28828.0,17.986,26533.0,,12.057,25785.0,13.121,27250.0,49369.0
2025-10-09,,,,8269.0,23.55,9.39,25128.0,23236.0,25410.0,27644.0,17.686,25700.0,,11.25,22479.0,12.65,25579.0,48438.0
2025-10-10,,,,8337.0,23.56,9.625,25514.0,24757.0,26600.0,27752.0,17.738,26190.0,,11.171,22271.0,12.636,25436.0,47250.0
2025-10-13,,,,9638.0,25.2,12.15,29352.0,38465.0,38477.0,31750.0,18.831,29655.0,,11.557,24378.0,13.243,27493.0,49438.0
2025-10-14,,,,8938.0,23.709,10.305,26294.0,28658.0,31005.0,29200.0,17.822,26879.0,,11.256,22906.0,12.713,26050.0,48031.0
2025-10-15,,,,8639.0,23.295,10.165,25772.0,28199.0,30214.0,28505.0,17.561,26474.0,,11.094,22399.0,12.468,25119.0,46711.0
2025-10-16,,,,9278.0,24.213,10.555,27578.0,30187.0,31973.0,29964.0,18.172,28081.0,,11.281,23310.0,12.613,25919.0,47444.0
2025-10-17,,,,9683.0,24.523,10.485,28429.0,30034.0,31682.0,30786.0,18.383,28868.0,,11.344,23605.0,12.744,26525.0,48028.0
2025-10-20,,,,9872.0,24.518,10.48,28677.0,30232.0,31682.0,30727.0,18.356,29044.0,,11.394,23807.0,12.763,26625.0,48194.0
2025-10-21,,,,10083.0,24.605,10.69,28859.0,31316.0,32950.0,30873.0,18.428,29245.0,,11.431,23993.0,12.825,26806.0,48378.0
2025-10-22,,,,10000.0,24.309,10.75,28016.0,31400.0,33375.0,30159.0,18.28,28605.0,,11.306,23418.0,12.738,26263.0,48228.0
2025-10-23,,,,10064.0,23.659,10.405,26621.0,29539.0,32068.0,28827.0,17.889,27466.0,,11.313,22983.0,12.638,25894.0,47833.0
2025-10-24,,,,9661.0,22.845,9.705,24407.0,25432.0,28609.0,27305.0,17.372,25517.0,,11.238,22226.0,12.4,24825.0,46978.0
2025-10-27,,,,9500.0,22.764,9.625,24177.0,24963.0,28173.0,26977.0,17.328,25333.0,,11.163,21754.0,12.338,24581.0,46944.0
2025-10-28,,,,9383.0,22.477,9.347,23431.0,23385.0,26723.0,26182.0,17.189,24794.0,,11.1,21656.0,12.365,24456.0,47806.0
2025-10-29,,,,10050.0,22.773,9.325,24601.0,23778.0,26823.0,26895.0,17.289,25620.0,,11.244,22589.0,12.575,25369.0,48028.0
2025-10-30,,,,10278.0,23.377,9.515,25509.0,24502.0,27573.0,27909.0,17.817,26742.0,,11.406,22824.0,12.894,26669.0,49261.0
2025-10-31,27770.0,24288.0,2929.0,10194.0,23.314,9.28,25255.0,23188.0,26573.0,27732.0,17.794,26557.0,,11.394,22419.0,13.013,26931.0,49778.0
2025-11-03,27324.0,23955.0,2888.0,9972.0,23.014,9.12,24583.0,22300.0,25732.0,27214.0,17.606,25984.0,,11.325,22218.0,13.031,27000.0,49744.0
2025-11-04,27827.0,24444.0,2947.0,10028.0,22.991,9.485,24191.0,23869.0,26886.0,27208.0,17.648,25762.0,,11.331,22331.0,13.163,27363.0,50056.0
2025-11-05,29033.0,25573.0,3084.0,10389.0,23.168,10.085,24917.0,27266.0,29418.0,27627.0,17.811,26555.0,,11.469,23193.0,13.375,28400.0,50172.0
2025-11-06,30387.0,26888.0,3242.0,10978.0,23.432,10.55,25419.0,29630.0,31785.0,28277.0,17.972,26962.0,,11.669,23984.0,13.675,29639.0,51000.0
2025-11-07,30726.0,27709.0,3341.0,11739.0,23.418,10.365,25590.0,28854.0,30965.0,28137.0,17.993,27208.0,,12.106,25893.0,14.419,32838.0,51689.0
2025-11-10,30196.0,27063.0,3263.0,11394.0,23.305,10.32,25238.0,28512.0,30800.0,27810.0,17.908,26859.0,,12.0,25455.0,14.3,32313.0,49539.0
2025-11-11,29591.0,26469.0,3192.0,11072.0,23.123,10.245,24848.0,28103.0,30309.0,27123.0,17.818,26592.0,,11.906,25101.0,14.163,31688.0,48517.0
2025-11-12,27976.0,25067.0,3023.0,10656.0,22.727,9.5,23748.0,24014.0,27055.0,26270.0,17.62,25764.0,,11.725,24014.0,13.981,30794.0,47906.0
2025-11-13,29037.0,25980.0,3133.0,10856.0,22.777,10.035,24589.0,27396.0,29282.0,26409.0,17.68,26636.0,,11.819,24968.0,14.206,32004.0,48228.0
2025-11-14,30050.0,26968.0,3252.0,11217.0,23.505,10.295,25891.0,28607.0,30423.0,27927.0,17.98,27297.0,,12.113,26148.0,14.45,32831.0,48750.0
2025-11-17,30576.0,27597.0,3328.0,11406.0,23.605,10.315,25732.0,28401.0,30636.0,28209.0,18.075,27206.0,,12.275,26310.0,14.688,33944.0,50272.0
2025-11-18,32259.0,29160.0,3516.0,12006.0,24.377,10.785,27110.0,30679.0,32705.0,30050.0,18.495,28175.0,,12.631,27609.0,15.05,35406.0,51906.0
2025-11-19,33016.0,30154.0,3636.0,12439.0,24.727,10.785,27951.0,30807.0,32800.0,30841.0,18.715,28900.0,,12.906,28631.0,15.681,37863.0,52733.0
2025-11-20,33127.0,30244.0,3647.0,12681.0,24.72,10.785,28413.0,31219.0,32850.0,30752.0,18.689,29288.0,,13.064,29792.0,15.8,38429.0,52738.0
2025-11-21,32942.0,30292.0,3653.0,12722.0,24.632,10.48,28367.0,29769.0,31805.0,30423.0,18.627,29248.0,,13.113,30177.0,16.188,39413.0,53622.0
2025-11-24,33508.0,30685.0,3700.0,13072.0,24.741,10.695,29009.0,31238.0,32941.0,30677.0,18.675,29784.0,,13.25,31057.0,16.206,39538.0,53956.0
2025-11-25,33629.0,30938.0,3730.0,13372.0,24.745,10.595,28967.0,30683.0,32800.0,30893.0,18.675,29737.0,,13.488,32014.0,16.219,39863.0,54200.0
2025-11-26,35551.0,33160.0,3998.0,16383.0,24.691,10.96,29276.0,32912.0,34464.0,31159.0,18.775,30401.0,,14.125,34974.0,17.156,44181.0,56194.0
2025-11-27,37585.0,35133.0,4236.0,19356.0,24.523,11.605,32292.0,39875.0,37232.0,30988.0,19.655,36430.0,,15.088,41385.0,17.55,45906.0,60011.0
2025-11-28,39650.0,37158.0,4481.0,20084.0,25.091,11.89,29879.0,37867.0,38941.0,32226.0,19.955,33344.0,,15.625,41330.0,18.131,48025.0,66000.0
2025-12-01,40435.0,37840.0,4563.0,20361.0,25.282,12.075,33720.0,42318.0,40159.0,32800.0,20.175,37720.0,,16.025,44710.0,18.319,48416.0,66972.0
2025-12-02,,,,20494.0,25.436,12.21,30126.0,39172.0,41032.0,33032.0,20.25,33706.0,,16.144,43730.0,18.588,49456.0,67550.0
2025-12-03,,,,23656.0,25.868,12.605,31060.0,41518.0,43194.0,34091.0,20.675,34907.0,,17.731,50779.0,22.46,66238.0,74889.0
2025-12-04,,,,23622.0,25.718,12.075,30922.0,38686.0,40650.0,33836.0,21.465,37461.0,,17.738,51088.0,22.366,66350.0,75967.0
2025-12-05,,,,22433.0,25.059,12.02,29658.0,38420.0,40023.0,32723.0,20.965,36017.0,,17.275,49141.0,21.556,63319.0,70489.0
2025-12-08,,,,22150.0,24.823,12.115,29112.0,38867.0,40318.0,31995.0,19.58,32123.0,13.37,17.038,48021.0,21.306,61988.0,69667.0
2025-12-09,,,,20539.0,24.168,11.64,27578.0,35876.0,37973.0,30277.0,18.955,30240.0,13.34,16.419,45293.0,19.963,55625.0,65744.0
2025-12-10,,,,19567.0,22.764,10.855,25197.0,32143.0,34314.0,27541.0,18.14,28463.0,13.28,16.0,43720.0,19.156,52769.0,63561.0
2025-12-11,,,,18028.0,22.014,10.13,23714.0,28431.0,30609.0,26050.0,17.52,26822.0,13.22,15.288,40740.0,18.188,48525.0,60056.0
2025-12-12,,,,15846.0,21.886,10.49,23619.0,30412.0,32232.0,25977.0,17.41,26683.0,13.2,14.075,35449.0,16.675,42794.0,57722.0
2025-12-15,,,,15194.0,22.155,10.82,24151.0,32101.0,34018.0,26536.0,17.595,27173.0,13.19,13.631,33442.0,16.244,41581.0,57417.0
2025-12-16,,,,16333.0,24.995,10.525,29650.0,30488.0,32823.0,30505.0,18.66,29878.0,13.21,14.088,35599.0,16.444,42063.0,57844.0
2025-12-17,,,,16428.0,24.295,10.365,28542.0,29909.0,31614.0,29605.0,18.275,29125.0,13.17,14.3,36774.0,15.744,39538.0,56378.0
2025-12-18,,,,16267.0,24.073,10.5,28103.0,30600.0,32205.0,29791.0,18.15,28794.0,13.17,14.25,36788.0,15.438,38388.0,56033.0
2025-12-19,,,,16339.0,24.177,10.095,28388.0,28595.0,30800.0,29818.0,17.555,27295.0,13.17,14.313,36774.0,15.306,37806.0,55633.0
2025-12-22,,,,16172.0,24.214,9.795,28501.0,27093.0,29641.0,29850.0,17.515,27228.0,13.15,14.206,36543.0,15.131,37288.0,55111.0
2025-12-23,,,,15889.0,23.75,8.745,27662.0,21786.0,24705.0,28923.0,17.15,26338.0,13.07,13.663,33696.0,14.906,36369.0,54167.0
2025-12-24,,,,15933.0,23.618,8.915,27243.0,22519.0,25136.0,28755.0,17.08,26000.0,13.05,13.531,32902.0,14.769,35938.0,53833.0
2026-01-02,,,,14956.0,22.214,8.46,24307.0,20053.0,22623.0,26332.0,16.38,23995.0,12.97,13.356,31495.0,14.706,34469.0,53194.0
2026-01-05,,,,14672.0,21.936,8.3,23955.0,19405.0,21545.0,26014.0,16.255,23854.0,12.93,13.288,31514.0,14.719,34281.0,53056.0
2026-01-06,,,,14633.0,22.2,8.13,24398.0,18466.0,20582.0,26436.0,16.335,23990.0,12.91,13.306,31654.0,14.719,34050.0,52861.0
2026-01-07,,,,10567.0,21.723,7.99,23415.0,17715.0,19982.0,25482.0,15.885,22761.0,12.89,12.106,26682.0,14.513,32938.0,51778.0
2026-01-08,,,,8630.0,21.077,7.88,22296.0,17289.0,19336.0,24564.0,15.495,21881.0,12.87,11.631,24827.0,13.994,30325.0,49167.0
2026-01-09,,,,7496.0,20.823,7.855,21833.0,17195.0,19136.0,24050.0,15.343,21516.0,12.85,11.144,23028.0,13.338,28344.0,48389.0
2026-01-12,,,,6472.0,20.786,7.71,21562.0,16281.0,18523.0,23850.0,15.235,21040.0,12.84,10.906,21901.0,13.169,27219.0,48028.0
2026-01-13,,,,5561.0,20.327,7.515,20297.0,14974.0,17773.0,22932.0,15.005,20089.0,12.83,10.588,20534.0,12.75,25438.0,45722.0
2026-01-14,21063.0,17560.0,2322.0,4694.0,19.182,7.545,17874.0,14991.0,17895.0,20691.0,14.405,18348.0,12.79,10.231,18902.0,12.256,23813.0,43750.0
2026-01-15,19729.0,16226.0,2175.0,3389.0,19.259,7.225,17630.0,13009.0,16355.0,20632.0,14.17,17345.0,12.37,9.819,17022.0,11.675,21938.0,41056.0
2026-01-16,20173.0,16670.0,2224.0,3206.0,19.559,7.45,18184.0,14127.0,17000.0,21286.0,14.285,17612.0,11.64,9.669,16440.0,11.65,22344.0,41194.0
2026-01-19,21796.0,18293.0,2403.0,3433.0,20.277,8.11,19684.0,17575.0,19627.0,22609.0,14.515,18297.0,11.57,9.794,16932.0,12.344,24156.0,41778.0
2026-01-20,23307.0,19804.0,2570.0,3789.0,20.932,8.495,20940.0,19512.0,21586.0,23769.0,15.08,19754.0,11.74,10.144,18670.0,12.938,25344.0,44278.0
2026-01-21,24782.0,21279.0,2732.0,4472.0,21.95,8.625,22914.0,20143.0,22377.0,25761.0,15.664,21262.0,12.07,10.475,19999.0,13.569,27031.0,47167.0
2026-01-22,23479.0,19976.0,2589.0,4461.0,21.886,7.78,22906.0,15919.0,18836.0,25523.0,15.63,21286.0,12.15,10.431,19834.0,13.588,26875.0,47331.0
2026-01-23,23431.0,19928.0,2583.0,4378.0,21.777,7.855,22294.0,15960.0,19318.0,25377.0,15.595,20813.0,12.02,10.413,19647.0,13.431,26344.0,46611.0
2026-01-26,23817.0,20314.0,2626.0,4436.0,21.975,7.975,22686.0,16575.0,19798.0,25643.0,15.753,21231.0,12.04,10.5,19961.0,13.581,26906.0,47094.0
2026-01-27,29156.0,25653.0,3215.0,6672.0,23.95,9.175,26197.0,22376.0,24823.0,28918.0,17.09,24389.0,12.25,11.575,23965.0,16.206,37813.0,53861.0
2026-01-28,29106.0,25603.0,3209.0,6978.0,24.286,9.015,26742.0,21454.0,24264.0,29518.0,17.268,24746.0,12.68,11.7,24585.0,16.144,37063.0,54417.0
2026-01-29,28400.0,24897.0,3131.0,6806.0,24.245,8.835,26582.0,20463.0,23300.0,29036.0,17.22,24543.0,12.67,11.663,24379.0,15.981,35738.0,54194.0
2026-01-30,31809.0,28306.0,3507.0,8267.0,26.218,9.835,30089.0,25240.0,27927.0,32059.0,18.534,27640.0,12.98,12.406,26912.0,16.894,38938.0,57167.0
2026-02-02,31141.0,27638.0,3434.0,9378.0,25.868,9.345,29317.0,22663.0,26014.0,31872.0,18.23,26760.0,13.21,12.825,28341.0,16.606,38475.0,57000.0
2026-02-03,28791.0,25288.0,3175.0,8665.0,24.568,8.505,27419.0,18945.0,21991.0,29773.0,17.705,26017.0,12.84,12.681,28160.0,16.288,37444.0,55611.0
2026-02-04,27156.0,23653.0,2994.0,7689.0,23.727,8.345,25835.0,18195.0,20995.0,28041.0,17.325,25088.0,12.65,12.206,26340.0,15.444,34000.0,53889.0
2026-02-05,26766.0,23263.0,2951.0,7533.0,23.55,8.405,24930.0,18022.0,21014.0,27505.0,17.3,24488.0,12.55,12.081,25562.0,15.25,33188.0,52917.0
2026-02-06,26468.0,22965.0,2918.0,7444.0,23.195,8.435,23951.0,17935.0,21150.0,26727.0,17.16,23851.0,12.5,12.038,25083.0,15.188,32694.0,52394.0
2026-02-09,25692.0,22189.0,2833.0,7089.0,22.986,8.067,23616.0,16120.0,19705.0,26286.0,16.958,23393.0,12.45,11.944,24805.0,15.013,32113.0,52167.0
2026-02-10,25128.0,21625.0,2771.0,6950.0,22.35,7.944,22398.0,15524.0,18955.0,25041.0,16.49,22192.0,12.33,11.644,23608.0,15.139,32550.0,51861.0
2026-02-11,26432.0,22929.0,2914.0,6928.0,22.864,8.417,23494.0,18015.0,20850.0,26077.0,16.85,23221.0,12.42,11.581,23046.0,15.406,33281.0,54056.0
2026-02-12,29396.0,25893.0,3241.0,8056.0,24.209,9.378,25877.0,22695.0,25695.0,28705.0,17.662,25104.0,13.35,12.044,24877.0,15.944,35031.0,55722.0
2026-02-13,28849.0,25346.0,3181.0,8083.0,23.923,9.272,25232.0,22084.0,25000.0,28236.0,17.466,24509.0,13.4,11.9,24536.0,15.725,34344.0,55028.0
2026-02-16,,,,8112.0,23.86,9.517,25504.0,23681.0,25975.0,28115.0,17.494,24964.0,13.35,11.9,24679.0,15.644,34156.0,54806.0
2026-02-17,,,,8117.0,23.825,9.494,25474.0,23597.0,25935.0,28045.0,17.456,24901.0,,11.888,24438.0,15.531,33813.0,54333.0
2026-02-18,,,,8000.0,23.48,9.45,24396.0,23029.0,25780.0,27245.0,17.267,24020.0,,11.731,23652.0,15.131,31938.0,53000.0
2026-02-19,,,,7750.0,23.382,9.217,24241.0,21871.0,24586.0,26927.0,17.172,23807.0,13.17,11.644,23278.0,14.638,29313.0,52111.0
2026-02-20,,,,7894.0,23.855,9.367,24622.0,22158.0,25364.0,27655.0,17.39,23851.0,13.27,11.675,22969.0,14.6,29219.0,52111.0
2026-02-23,,,,8211.0,24.323,10.172,25271.0,26040.0,28532.0,28414.0,17.69,24378.0,13.46,11.725,23018.0,14.713,29481.0,52583.0
2026-02-24,,,,8122.0,24.423,10.174,25390.0,25981.0,28591.0,28559.0,17.685,24289.0,13.77,11.681,22728.0,14.588,29219.0,52344.0
2026-02-25,,,,8311.0,23.95,9.9,24454.0,24579.0,27545.0,27491.0,17.43,23614.0,13.82,11.575,22257.0,14.575,28969.0,51750.0
2026-02-26,,,,7856.0,23.468,9.828,23500.0,24210.0,27214.0,26505.0,17.17,22926.0,13.78,11.344,21404.0,14.219,27875.0,50861.0
2026-02-27,,,,7472.0,23.45,10.239,23386.0,26246.0,28568.0,26568.0,17.17,22850.0,13.82,11.113,20308.0,13.744,25906.0,50028.0
2026-03-02,,,,8022.0,23.975,10.489,24068.0,27217.0,29660.0,27255.0,17.628,23719.0,14.08,11.481,21596.0,13.9,25906.0,50639.0
2026-03-03,,,,8039.0,25.232,11.094,23821.0,27948.0,31386.0,28668.0,17.975,22011.0,14.73,11.794,20632.0,14.116,26113.0,50861.0
2026-03-04,,,,7717.0,25.955,11.322,23430.0,27538.0,31864.0,28455.0,18.525,21715.0,15.38,11.944,19696.0,13.563,23781.0,49972.0
2026-03-05,,,,7178.0,25.773,10.522,22238.0,22721.0,27636.0,27077.0,18.468,20765.0,15.58,11.869,18949.0,13.269,22750.0,48111.0
2026-03-06,,,,6656.0,25.75,9.611,20054.0,16205.0,21859.0,25593.0,18.43,18608.0,14.97,11.919,18805.0,13.069,20563.0,47139.0
2026-03-09,,,,6606.0,27.705,12.87,18653.0,28329.0,28614.0,25015.0,19.767,17083.0,15.27,12.556,19895.0,13.731,19938.0,45000.0
2026-03-10,,,,5950.0,27.964,11.305,11957.0,14075.0,22473.0,22470.0,20.119,11085.0,15.93,12.663,17383.0,13.538,19438.0,44389.0
2026-03-11,,,,7556.0,27.95,11.67,7533.0,10898.0,23459.0,22085.0,20.452,7741.0,16.33,13.469,20080.0,14.0,21313.0,43778.0
2026-03-12,,,,8028.0,29.005,12.46,11600.0,16658.0,25977.0,23140.0,21.348,12016.0,16.97,13.819,21327.0,14.35,22063.0,43889.0
2026-03-13,,,,8311.0,29.395,13.48,10946.0,20645.0,28850.0,23305.0,21.728,11651.0,17.73,14.019,19552.0,14.606,23156.0,45500.0
2026-03-16,,,,8183.0,29.795,13.475,11499.0,20414.0,29000.0,24175.0,22.0,12143.0,18.25,14.175,20675.0,14.906,24119.0,45667.0
2026-03-17,,,,7989.0,29.895,12.725,12014.0,16848.0,26582.0,24320.0,21.972,12373.0,18.25,14.481,22280.0,15.3,25969.0,47333.0
2026-03-18,,,,9256.0,30.509,12.365,15288.0,16789.0,26461.0,25705.0,22.189,14927.0,18.07,14.963,24291.0,15.613,26969.0,49500.0
2026-03-19,,,,9028.0,30.732,11.88,17591.0,15917.0,24718.0,26275.0,22.128,16555.0,18.05,15.181,24875.0,15.919,28250.0,50444.0
2026-03-20,,,,9111.0,30.65,11.71,16636.0,14361.0,24559.0,26125.0,22.039,15558.0,17.95,15.263,23983.0,15.938,28575.0,51111.0
2026-03-23,,,,8750.0,30.545,11.65,18211.0,15597.0,24232.0,26080.0,21.994,17153.0,17.17,15.138,23633.0,15.675,27781.0,50972.0
2026-03-24,,,,8606.0,30.1,11.255,18083.0,14227.0,23468.0,25605.0,21.833,17450.0,16.8,14.9,22812.0,14.906,25275.0,50500.0
2026-03-25,,,,8644.0,30.25,10.59,20954.0,13051.0,22291.0,27065.0,21.878,20044.0,15.78,14.875,24652.0,15.069,26625.0,54378.0
2026-03-26,,,,8761.0,30.559,10.6,24536.0,15675.0,22841.0,28600.0,21.983,23177.0,15.47,14.713,24942.0,14.744,25538.0,55233.0
2026-03-27,,,,8778.0,30.482,10.99,24542.0,17809.0,24541.0,28800.0,22.044,23491.0,15.32,14.581,24074.0,14.644,24881.0,55028.0
2026-03-30,27248.0,23745.0,3004.0,8706.0,30.205,10.98,23123.0,17003.0,24595.0,28345.0,21.947,22397.0,15.43,14.594,23399.0,14.35,24138.0,54756.0
2026-03-31,26724.0,23221.0,2947.0,8489.0,30.123,11.12,22208.0,17068.0,24655.0,28212.0,21.894,21533.0,15.37,14.406,23415.0,13.594,21625.0,53894.0
2026-04-01,27421.0,23918.0,3023.0,8522.0,30.141,11.55,22006.0,19064.0,26968.0,28534.0,21.889,21291.0,15.5,14.369,22852.0,13.469,21119.0,52922.0
